,label,processed_study,processed_condition
5713,1,imidazol imidazole,lymphom diagnos pri chemotherapy lymphoma diagnosis prior chemotherapy
5714,1,rituximab rituximab,follicul lymphom diagnos paty pregn childbear pot lact follicular lymphoma diagnosis patients pregnant childbearing potential lactate
5715,1,perindopril perindopril,metast colorect cant diagnos prevy assign tre study metastatic colorectal cancer diagnosis previous assignment treatment study
5716,0,radiosurgery radiosurgery,neoplasm recur loc diagnos les assocy sign surg risk neoplasm recurrence local diagnosis lesions associate significant surgical risk
5717,1,long cours concur chemorady long course concurrent chemoradiation,adenocarcinom rect diagnos defin mucin tumo adenocarcinoma rectum diagnosis define mucinous tumour
5718,1,oxaliplatin oxaliplatin,metast colorect cant diagnos diverticulit metastatic colorectal cancer diagnosis diverticulitis
5719,0,etoposid phosph etoposide phosphate,child germ cel tum diagnos creatinin gre doc tim uln childhood germ cell tumor diagnosis creatinine greater doc time uln
5720,1,carboplatin carboplatin,ov neoplasm diagnos exceiv rul follow malign may includ adequ tre ovarian neoplasms diagnosis exception rule follow malignancies may include adequately treat
5721,0,cyclosporin cyclosporins,recur adult diffus smal cleav cel lymphom diagnos mat cel malign recurrent adult diffuse small cleave cell lymphoma diagnosis mature cell malignancies
5722,0,isotretinoin isotretinoin,breast neoplasm diagnos paty must ren criter breast neoplasm diagnosis patients must renal criteria
5723,1,heparin lowmolecularweight heparin lowmolecularweight,pancr cant diagnos ibuprof naprox pancreatic cancer diagnosis ibuprofen naproxen
5724,0,liposom doxorubicin liposomal doxorubicin,stag adult immunoblast larg cel lymphom diagnos paty bon marrow involv allow investig discret regardless cytopenia stage adult immunoblastic large cell lymphoma diagnosis patients bone marrow involvement allow investigator discretion regardless cytopenias
5725,1,methotrex methotrexate,noncontigu stag ii grad on follicul lymphom diagnos paty evid hum immunodeficy vir hiv seroposit posit polymeras chain react pcr assay hum lymphotrop vir htlv on htlvtwo_seropositivity saf allog hsct yet wel est pop noncontiguous stage ii grade one follicular lymphoma diagnosis patients evidence human immunodeficiency virus hiv seropositivity positive polymerase chain reaction pcr assay human lymphotropic virus htlv one htlvtwo_seropositivity safety allogeneic hsct yet well establish population
5726,0,mycophenol acid mycophenolic acid,refract smal lymphocys lymphom diagnos don refractory small lymphocytic lymphoma diagnosis donor
5727,1,cetuximab cetuximab,head neck cant diagnos uncontrol diabet head neck cancer diagnosis uncontrolled diabetes
5728,0,rituximab rituximab,lymphom diagnos pri pentostatin lymphoma diagnosis prior pentostatin
5729,1,lenalidomid lenalidomide,multipl myelom diagnos polyneuropathy_organomega endocrinopathy monoclon protein skin chang poem syndrom multiple myeloma diagnosis polyneuropathy_organomegaly endocrinopathy monoclonal protein skin change poems syndrome
5730,0,erlotinib hydrochlorid erlotinib hydrochloride,adult brain stem gliom diagnos least three month sint pri suramin adult brain stem glioma diagnosis least three months since prior suramin
5731,0,decitabin decitabine,recur breast cant diagnos absolv granulocyt count least on fiv hundr mm three recurrent breast cancer diagnosis absolute granulocyte count least one five hundred mm three
5732,0,liposom doxorubicin liposomal doxorubicin,fallop tub ser adenocarcinom diagnos paty must provid study spec inform cons pri study entry fallopian tube serous adenocarcinoma diagnosis patient must provide study specific inform consent prior study entry
5733,0,rfa rfa,paty on three tum less_than fiv cm patients one three tumors less_than five cm
5734,0,carboplatin carboplatin,paty must meas diseas accord respons evalu criter solid tum rec criter patients must measurable disease accord response evaluation criteria solid tumors recist criteria
5735,0,interleukin12 interleukin12,gestational_trophoblastic tum diagnos spec perform stat gestational_trophoblastic tumor diagnosis specify performance status
5736,1,cortison acet cortisone acetate,stag ii grad three non contigu follicul lymphom diagnos absolv cdfour count less_than fifty cel mm three stage ii grade three non contiguous follicular lymphoma diagnosis absolute cdfour count less_than fifty cells mm three
5737,1,leucovorin leucovorin,stag ia esoph cant diagnos known hypersensit compon bevacizumab stage ia esophageal cancer diagnosis know hypersensitivity component bevacizumab
5738,1,carboplatin carboplatin,endomet undifferenty carcinom diagnos condit assocy increas risk metformin assocy lactic_acidosis congest heart fail defin new york heart assocy nyh class ii iv funct stat hist acidos typ habit intak three alcoholic_beverages per day endometrial undifferentiated carcinoma diagnosis condition associate increase risk metformin associate lactic_acidosis congestive heart failure define new york heart association nyha class iii iv functional status history acidosis type habitual intake three alcoholic_beverages per day
5739,0,melph melphalan,multipl myelom plasm cel neoplasm diagnos fertil paty must us two method effect contraceiv four week complet study tre multiple myeloma plasma cell neoplasm diagnosis fertile patients must use two methods effective contraception four weeks completion study treatment
5740,0,docetaxel docetaxel,adenosquam cel lung cant diagnos ple effus ascit lab paramet acceiv evid diseas adenosquamous cell lung cancer diagnosis pleural effusions ascites laboratory parameters acceptable evidence disease
5741,1,azacitidin azacitidine,myeloprol neoplasm diagnos acut myeloid leukem rar transloc apl acut promyelocys leukem myeloproliferative neoplasms diagnosis acute myeloid leukemia rara translocations apl acute promyelocytic leukemia
5742,1,bb one thousand one hundred and on bb one thousand one hundred and one,adv cant vary nos diagnos subject involunt incarc advance cancer various nos diagnosis subject involuntary incarcerate
5743,0,antibody antibodies,recur breast cant diagnos psychy il soc situ would preclud study recurrent breast cancer diagnosis psychiatric illness social situation would preclude study
5744,0,gefitinib gefitinib,prost cant diagnos spec prostate cancer diagnosis specify
5745,0,methylprednisolon methylprednisolone,extranod margin zon cel lymphom mucos assocy lymphoid tissu diagnos paty bon marrow don htlv ii hiv antibody posit inelig study extranodal marginal zone cell lymphoma mucosa associate lymphoid tissue diagnosis patients bone marrow donors htlv iii hiv antibody positive ineligible study
5746,0,vincristin vincristine,multipl myelom plasm cel neoplasm diagnos concur anticoag multiple myeloma plasma cell neoplasm diagnosis concurrent anticoagulants
5747,1,doxorubicin doxorubicin,breast cant diagnos inadequ control hypertend defin systol blood press greater_than on hundr fifty mmhg diastol blood pressuregreater_than on hundr mmhg antihypertend med new york heart assocy nyh grad two gre congest heart fail breast cancer diagnosis inadequately control hypertension define systolic blood pressure greater_than one hundred fifty mmhg diastolic blood pressuregreater_than one hundred mmhg antihypertensive medications new york heart association nyha grade two greater congestive heart failure
5748,0,immunoglobulin immunoglobulins,bilirubin gre three mg dl unless elev second tum bilirubin greater three mg dl unless elevate secondary tumor
5749,0,lab biomark analys laboratory biomarker analysis,recur child cent nerv system neoplasm diagnos hist congenit prolong correct qt interv qtc syndrom new york heart assocy nyh class ii iv congest heart fail chf recurrent childhood central nervous system neoplasm diagnosis history congenital prolong correct qt interval qtc syndrome new york heart association nyha class iii iv congestive heart failure chf
5750,1,albuminbound paclitaxel albuminbound paclitaxel,paty symptom cns metastas patient symptomatic cns metastases
5751,0,nivolumab nivolumab,malign melanom diagnos nsclc paty must minim thirty pack year smok hist malignant melanoma diagnosis nsclc patients must minimum thirty pack year smoke history
5752,0,cyclophosphamid cyclophosphamide,stag adult diffus larg cel lymphom diagnos lact dehydrogenas ldh greater_than up limit norm on point stage adult diffuse large cell lymphoma diagnosis lactate dehydrogenase ldh greater_than upper limit normal one point
5753,0,histon deacetylas inhibit histone deacetylase inhibitors,child solid neoplasm diagnos doc mg dl mal fem childhood solid neoplasm diagnosis doc mg dl males females
5754,1,oxaliplatin oxaliplatin,cant diagnos pri radiotherapy unless tre limit target les on meas les tre cancer diagnosis prior radiotherapy unless treatment limit target lesion one measurable lesion treat
5755,0,cediranib cediranib,recur hypopharyng squam cel carcinom diagnos concur investig ag recurrent hypopharyngeal squamous cell carcinoma diagnosis concurrent investigational agents
5756,1,molecul mech pharmacolog act molecular mechanisms pharmacological action,neoplasm diagnos unt brain men metastas neoplasms diagnosis untreated brain meningeal metastases
5757,0,mal acid maleic acid,adv adult prim liv cant diagnos on per common terminolog criter advers ev ctcae periph mot neuropathy greater_than gr advance adult primary liver cancer diagnosis one per common terminology criteria adverse events ctcae peripheral motor neuropathy greater_than gr
5758,0,cyclosporin cyclosporine,multipl myelom plasm cel neoplasm diagnos acut lymphoblast leukem meet on follow criter multiple myeloma plasma cell neoplasm diagnosis acute lymphoblastic leukemia meet one follow criteria
5759,1,sorafenib sorafenib,recur adult prim liv cant diagnos hepatit vir hcv recur tim random recurrent adult primary liver cancer diagnosis hepatitis virus hcv recurrence time randomization
5760,0,succinylcholin succinylcholine,stag iv oropharyng squam cel carcinom diagnos tot bilirubin equal_than less_than up limit norm uln stage iva oropharyngeal squamous cell carcinoma diagnosis total bilirubin equal_than less_than upper limit normal uln
